mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1
5.682307529449463,0.7921160532396344,2.08759183883667,0.9887537434901942,balanced,40,,15,11,479,"{'class_weight': 'balanced', 'max_depth': 40, 'max_features': None, 'min_samples_leaf': 15, 'min_samples_split': 11, 'n_estimators': 479}",0.9705907031381104,0.9711750021155963,0.9835239937754974,0.9856689237498423,0.977730579972242,0.9777378405502578,0.006173072558916879,52,0.9114994126531296,0.9373466192773123,0.9193758674349162,0.9380809185347185,0.9345691214198596,0.9281743878639872,0.010757607134524151,67
2.375512170791626,0.5161390395618902,1.9330333709716796,1.2416782121597127,balanced,10,,7,18,151,"{'class_weight': 'balanced', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 18, 'n_estimators': 151}",0.9721220003356268,0.9749830752306001,0.9857320099255583,0.9869306472641628,0.9771207469403205,0.9793776959392538,0.005907216071927553,20,0.9221136096660513,0.9422971143268173,0.9280607309584893,0.9589624426967237,0.9238234428228961,0.9350514680941956,0.013903677453618077,16
1.7114935398101807,0.2422537689761822,0.2579296588897705,0.04236419709334468,balanced,15,log2,5,8,336,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 336}",0.9696677294848128,0.9707095709570958,0.9865100727593894,0.9855006939479328,0.9737982083526097,0.9772372551003681,0.007293901422106601,63,0.923875650276892,0.9294766015063044,0.9293014257475712,0.9534844597720488,0.9287862219792236,0.932984871856408,0.010456724337698746,34
1.219638967514038,0.28280899030550904,0.29496397972106936,0.05205314013463055,balanced,15,sqrt,7,3,269,"{'class_weight': 'balanced', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 3, 'n_estimators': 269}",0.9717444202047324,0.9726770753998477,0.9875615090213231,0.9861525844303318,0.9741136392311898,0.978449845657485,0.006920186225528266,42,0.9226380265145158,0.9300372344926799,0.9310573243050007,0.9559658493502124,0.9305421205366531,0.9340481110398123,0.011383331558865341,26
0.6156255722045898,0.16693986144574385,0.15157413482666016,0.04229789769898908,balanced,40,sqrt,6,13,143,"{'class_weight': 'balanced', 'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 6, 'min_samples_split': 13, 'n_estimators': 143}",0.9730659506628629,0.9726770753998477,0.9870988770660722,0.9863839004079573,0.9757749085250452,0.979000142412357,0.006414161315732408,34,0.923875650276892,0.9325124820174324,0.9280607309584893,0.9547251545611305,0.9402573915969215,0.935886281882173,0.010870940789983219,11
6.723912620544434,0.737866725404681,1.2814515590667725,0.825243231803441,"{0: 1, 1: 3}",45,,7,2,484,"{'class_weight': {0: 1, 1: 3}, 'max_depth': 45, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 2, 'n_estimators': 484}",0.9730659506628629,0.9741685707032242,0.9849960045422046,0.9857740673760357,0.9787504731463179,0.979351013286129,0.005288514382811918,21,0.9233512334284275,0.9435347380891935,0.9195861546873029,0.9547251545611305,0.9250641376119778,0.9332522836756064,0.013554723651298195,33
4.339037227630615,0.7952818289680127,2.5810445308685304,0.8156524843340767,balanced,40,sqrt,9,4,458,"{'class_weight': 'balanced', 'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 4, 'n_estimators': 458}",0.9703599597247861,0.9715558094270966,0.9870988770660722,0.9861736131555705,0.974681414812634,0.977973934837232,0.007218101330813424,50,0.9164499077026346,0.9257637302191757,0.9255793413803256,0.9480064768473736,0.9450098835008622,0.9321618679300743,0.012225012490658545,40
4.052515649795533,1.2410206742438896,1.8717065811157227,1.1799492148218271,"{0: 1, 1: 3}",35,,9,6,324,"{'class_weight': {0: 1, 1: 3}, 'max_depth': 35, 'max_features': None, 'min_samples_leaf': 9, 'min_samples_split': 6, 'n_estimators': 324}",0.9727722772277227,0.9739675890665991,0.98491188964125,0.9861525844303319,0.9784770997182152,0.9792562880168237,0.005480229937897729,23,0.9196383621412988,0.9422971143268173,0.9183454598982209,0.9534844597720488,0.9280607309584893,0.9323652254193749,0.013577334227628869,38
5.505021858215332,0.23664351561441627,0.6946414947509766,0.2974552837224906,balanced,45,,9,18,417,"{'class_weight': 'balanced', 'max_depth': 45, 'max_features': None, 'min_samples_leaf': 9, 'min_samples_split': 18, 'n_estimators': 417}",0.9732966940761874,0.9744647541677246,0.9851221768936367,0.9861315557050931,0.9793708205408588,0.9796772002767001,0.005277893456887938,15,0.920875985903675,0.9398218668020648,0.9183454598982209,0.9522437649829668,0.9280607309584893,0.9318695617090833,0.012622317899687721,45
4.4244176864624025,1.0674193152677636,1.7600883007049561,1.7004984242272814,balanced,45,log2,7,3,486,"{'class_weight': 'balanced', 'max_depth': 45, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 3, 'n_estimators': 486}",0.9679476422218493,0.9696517728695947,0.9861315557050933,0.9847436598393405,0.9731042604197334,0.9763157782111221,0.007643653448471976,73,0.9214004027521395,0.9257637302191757,0.9293014257475712,0.9480064768473736,0.9178302561298733,0.9284604583392266,0.010515436197901584,65
