mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1
0.649559497833252,0.062289291041934994,0.11974287033081055,0.011103187286164171,0.9588863031813307,0.9004180571633305,0.1999304371819804,11,0.2788713525921819,0.7003578299727713,4.0,0.942529716751237,"{'colsample_bytree': 0.9588863031813307, 'gamma': 0.9004180571633305, 'learning_rate': 0.1999304371819804, 'max_depth': 11, 'reg_alpha': 0.2788713525921819, 'reg_lambda': 0.7003578299727713, 'scale_pos_weight': 4.0, 'subsample': 0.942529716751237}",0.9768207752978688,0.9811606160616061,0.9870357908903562,0.9882764856794383,0.9841443411700382,0.9834876018198615,0.004142844420637397,70,0.9215891928175868,0.9362253533045611,0.9437691887117803,0.9559658493502124,0.9390166968078395,0.9393132561983959,0.011143874619938817,55
0.6314142227172852,0.007479976375368578,0.13084287643432618,0.017873921257541073,0.761803250848876,0.8877700987609598,0.2652785346302538,3,0.16162871409461377,0.8985541885270792,3.4,0.6036788206466518,"{'colsample_bytree': 0.761803250848876, 'gamma': 0.8877700987609598, 'learning_rate': 0.2652785346302538, 'max_depth': 3, 'reg_alpha': 0.16162871409461377, 'reg_lambda': 0.8985541885270792, 'scale_pos_weight': 3.4, 'subsample': 0.6036788206466518}",0.9727722772277227,0.9827473131928578,0.9896433528199521,0.9884657442065862,0.9848382891029146,0.9836933953100067,0.005994230254126985,65,0.9300637690887732,0.9502834898874503,0.9328132228624301,0.9626845270639696,0.9305421205366531,0.9412774258878553,0.013053802374603057,17
0.743779993057251,0.04326032130760177,0.13428215980529784,0.01778030518745303,0.6405886171464128,0.6635017691080558,0.011518475153865606,4,0.4856137535862266,0.44842414298624733,3.0,0.689707723784224,"{'colsample_bytree': 0.6405886171464128, 'gamma': 0.6635017691080558, 'learning_rate': 0.011518475153865606, 'max_depth': 4, 'reg_alpha': 0.4856137535862266, 'reg_lambda': 0.44842414298624733, 'scale_pos_weight': 3.0, 'subsample': 0.689707723784224}",0.9763278234603122,0.976083185241601,0.9883185431299154,0.9891176346889851,0.981337006350675,0.9822368385742977,0.005620072819113751,95,0.9233512334284275,0.9344270965558094,0.9305421205366531,0.9566913403709467,0.9444946797325146,0.9379012941248703,0.011614390406916182,70
0.8095357418060303,0.0052808799628076206,0.12980117797851562,0.020651997201563792,0.8848716885390143,0.23724908749680007,0.10761990944778031,6,0.3664687845828599,0.7441705230565623,4.0,0.8630451569201374,"{'colsample_bytree': 0.8848716885390143, 'gamma': 0.23724908749680007, 'learning_rate': 0.10761990944778031, 'max_depth': 6, 'reg_alpha': 0.3664687845828599, 'reg_lambda': 0.7441705230565623, 'scale_pos_weight': 4.0, 'subsample': 0.8630451569201374}",0.9762334284275885,0.9813510197173564,0.9893699793918492,0.9881503133280062,0.9852168061572109,0.9840643094044023,0.004792879064685215,57,0.92582648095318,0.9349877295421849,0.9328132228624301,0.9688880010093789,0.9377760020187575,0.9400582872771863,0.014947287682004321,44
0.9477012634277344,0.029640403477204605,0.12330541610717774,0.006373999712209167,0.8273234413341887,0.09367476782809248,0.12031474091783005,9,0.25046181860558414,0.5898708475605439,3.4,0.7572390898667042,"{'colsample_bytree': 0.8273234413341887, 'gamma': 0.09367476782809248, 'learning_rate': 0.12031474091783005, 'max_depth': 9, 'reg_alpha': 0.25046181860558414, 'reg_lambda': 0.5898708475605439, 'scale_pos_weight': 3.4, 'subsample': 0.7572390898667042}",0.9735903675113274,0.9821337903021071,0.9873932792194137,0.9885078016570636,0.9847331454767212,0.9832716768333267,0.005320959235711887,79,0.9270641047155561,0.93510408733181,0.9328132228624301,0.9579320351600287,0.9360201034613282,0.9377867107062305,0.010543825939754541,74
0.626008415222168,0.02043936372267859,0.12362499237060547,0.0064613510893800925,0.9568186220708453,0.6311386259972629,0.24844339106249452,3,0.5769038846263591,0.4925176938188639,3.0,0.6920741072966221,"{'colsample_bytree': 0.9568186220708453, 'gamma': 0.6311386259972629, 'learning_rate': 0.24844339106249452, 'max_depth': 3, 'reg_alpha': 0.5769038846263591, 'reg_lambda': 0.4925176938188639, 'scale_pos_weight': 3.0, 'subsample': 0.6920741072966221}",0.9755831515354925,0.9841012947448591,0.9878559111746646,0.9881923707784834,0.9862472136939059,0.9843959883854811,0.004638179768182835,47,0.9288261453263968,0.9447723618515698,0.9335387138831643,0.9579320351600287,0.9352946124405939,0.9400727737323507,0.01032521923425214,43
0.5682594299316406,0.01853347715193692,0.12104263305664062,0.005993604368116281,0.7996773519539009,0.5720041992091831,0.24056620429189268,3,0.994550510797341,0.46994451399094295,3.4,0.9659457560881795,"{'colsample_bytree': 0.7996773519539009, 'gamma': 0.5720041992091831, 'learning_rate': 0.24056620429189268, 'max_depth': 3, 'reg_alpha': 0.994550510797341, 'reg_lambda': 0.46994451399094295, 'scale_pos_weight': 3.4, 'subsample': 0.9659457560881795}",0.9773242154723947,0.9844186341711094,0.9901900996761576,0.9903793582033057,0.9839340539176515,0.9852492722881238,0.004815720950210711,16,0.9275885215640207,0.946009985613946,0.9432539849434327,0.9656811204104808,0.9457353745215965,0.9456537974106954,0.012110660450143657,1
0.635901403427124,0.007318358753699697,0.11702237129211426,0.007516972283993611,0.7480634801021777,0.015456616528867428,0.2884955687763176,3,0.5527649668354899,0.5722924691708383,3.0,0.6301385024024513,"{'colsample_bytree': 0.7480634801021777, 'gamma': 0.015456616528867428, 'learning_rate': 0.2884955687763176, 'max_depth': 3, 'reg_alpha': 0.5527649668354899, 'reg_lambda': 0.5722924691708383, 'scale_pos_weight': 3.0, 'subsample': 0.6301385024024513}",0.9757929182748784,0.983043496657358,0.9881292846027674,0.9884236867561089,0.9843335996971864,0.9839445971976598,0.004582292577729262,60,0.9270641047155561,0.9497228569010747,0.9315725280733481,0.9596879337174581,0.9347794086722463,0.9405653664159367,0.0122160937140845,33
0.740307092666626,0.018574719012330876,0.11859359741210937,0.006807736538867461,0.7222788077148727,0.19091103115034602,0.09054245706704704,5,0.1694927466860925,0.5568012624583502,4.0,0.9376852562905246,"{'colsample_bytree': 0.7222788077148727, 'gamma': 0.19091103115034602, 'learning_rate': 0.09054245706704704, 'max_depth': 5, 'reg_alpha': 0.1694927466860925, 'reg_lambda': 0.5568012624583502, 'scale_pos_weight': 4.0, 'subsample': 0.9376852562905246}",0.9768837053196845,0.9831281205043582,0.98951718046852,0.9886550027337343,0.9849224040038693,0.9846212826060332,0.00452616887375751,38,0.9245888571908037,0.9515211136498265,0.934053917651512,0.9651659166421332,0.9335387138831643,0.9417737038034879,0.014594085997571307,12
0.9872851371765137,0.009300210400840813,0.1369347095489502,0.02088034097055475,0.9720067339243328,0.0704161308495439,0.07267561528460804,8,0.3586467812961639,0.25416364906973876,3.4,0.9509492287711822,"{'colsample_bytree': 0.9720067339243328, 'gamma': 0.0704161308495439, 'learning_rate': 0.07267561528460804, 'max_depth': 8, 'reg_alpha': 0.3586467812961639, 'reg_lambda': 0.25416364906973876, 'scale_pos_weight': 3.4, 'subsample': 0.9509492287711822}",0.9769256586675616,0.980970212405856,0.9874563653951297,0.9875194515708459,0.9832821634352524,0.983230770294929,0.004027794356605746,81,0.922826816579963,0.9301535922823051,0.9352946124405939,0.9634100180847038,0.9342642049038988,0.937189848858293,0.013823560979139636,81
